order_id,order_date,ship_date,customer_id,region_id
CA-2015-153738,2015-09-20,2015-09-22,AG-10270,4
CA-2017-169012,2017-07-10,2017-07-14,BF-11275,1
CA-2017-109393,2017-06-30,2017-07-02,JC-15775,2
CA-2017-121489,2017-08-21,2017-08-25,CM-11815,2
US-2017-133081,2017-03-11,2017-03-15,PV-18985,4
CA-2017-165008,2017-09-15,2017-09-17,DO-13645,2
CA-2016-145611,2016-09-20,2016-09-24,HA-14905,4
CA-2016-113600,2016-12-15,2016-12-17,SH-20395,4
CA-2017-130834,2017-11-03,2017-11-06,JM-16195,1
CA-2016-168543,2016-07-03,2016-07-07,DK-13225,4
CA-2014-144974,2014-09-26,2014-09-30,CM-12715,4
CA-2014-109904,2014-07-14,2014-07-17,BF-10975,4
CA-2017-152205,2017-09-28,2017-10-05,SF-20965,4
CA-2015-121188,2015-08-28,2015-09-04,CB-12025,2
CA-2015-156013,2015-09-20,2015-09-26,TC-20980,4
CA-2016-132997,2016-11-07,2016-11-09,LW-17215,4
US-2015-160563,2015-10-20,2015-10-24,NS-18640,2
CA-2017-151750,2017-01-01,2017-01-05,JM-15250,3
CA-2015-106187,2015-06-23,2015-06-29,RF-19345,1
US-2016-164945,2016-11-22,2016-11-27,CA-12055,4
CA-2015-150714,2015-10-26,2015-11-01,KH-16690,2
CA-2016-105753,2016-10-20,2016-10-26,LC-16960,1
CA-2017-120894,2017-04-28,2017-05-02,JL-15130,1
CA-2016-106621,2016-09-29,2016-10-01,DM-12955,2
CA-2015-107020,2015-07-10,2015-07-14,MV-18190,2
US-2015-117492,2015-08-07,2015-08-09,NS-18640,4
CA-2014-101392,2014-12-07,2014-12-13,AS-10630,2
CA-2015-127502,2015-12-10,2015-12-14,MT-17815,2
CA-2017-143658,2017-11-08,2017-11-13,SR-20425,4
CA-2017-133046,2017-07-27,2017-08-01,DK-13375,2
CA-2017-122798,2017-12-28,2018-01-01,SV-20935,2
CA-2016-169663,2016-03-10,2016-03-13,RH-19510,2
CA-2015-149846,2015-05-22,2015-05-26,SB-20185,2
CA-2017-159149,2017-02-17,2017-02-19,CR-12820,3
US-2017-167570,2017-12-08,2017-12-15,EG-13900,4
CA-2017-160122,2017-11-18,2017-11-23,RD-19930,3
CA-2016-130393,2016-12-01,2016-12-03,JM-15865,3
CA-2017-144820,2017-10-03,2017-10-07,LW-16825,3
CA-2017-101014,2017-08-29,2017-09-04,RW-19540,2
CA-2017-105543,2017-11-24,2017-11-24,BG-11695,3
US-2017-113201,2017-06-30,2017-07-05,TT-21220,2
US-2017-106551,2017-07-22,2017-07-27,EB-13930,3
CA-2016-116722,2016-11-11,2016-11-16,LP-17080,2
CA-2014-138128,2014-12-09,2014-12-15,FP-14320,4
US-2017-150070,2017-09-07,2017-09-12,JA-15970,2
CA-2015-137064,2015-02-06,2015-02-13,TS-21655,3
CA-2017-157350,2017-08-26,2017-09-01,DP-13000,3
CA-2014-127866,2014-07-20,2014-07-23,JD-15895,2
CA-2015-131352,2015-10-08,2015-10-13,GH-14485,3
CA-2015-121776,2015-02-16,2015-02-21,RD-19585,2
CA-2016-118073,2016-08-12,2016-08-16,CS-12490,1
CA-2014-103219,2014-11-09,2014-11-13,BF-11215,4
CA-2016-102561,2016-07-18,2016-07-22,NK-18490,4
CA-2016-100993,2016-02-05,2016-02-10,AZ-10750,2
US-2014-112949,2014-06-20,2014-06-27,Co-12640,3
US-2017-146822,2017-06-09,2017-06-14,AG-10675,1
US-2016-131058,2016-12-27,2016-12-31,EM-14140,2
CA-2014-167997,2014-01-26,2014-01-29,CA-11965,3
CA-2017-140151,2017-03-23,2017-03-25,RB-19360,2
US-2017-143770,2017-03-20,2017-03-24,RD-19720,4
CA-2016-131296,2016-10-04,2016-10-09,MS-17830,4
CA-2016-103464,2016-11-18,2016-11-22,PG-18820,2
CA-2017-136238,2017-12-26,2018-01-01,KB-16240,3
CA-2016-120803,2016-03-09,2016-03-13,RB-19465,4
CA-2016-134138,2016-02-16,2016-02-20,JD-15790,4
CA-2015-120915,2015-09-28,2015-10-03,JJ-15445,4
CA-2015-168207,2015-11-02,2015-11-06,LT-17110,2
CA-2016-144148,2016-07-31,2016-08-05,AH-10690,2
CA-2017-107174,2017-11-06,2017-11-13,AB-10060,2
CA-2016-146150,2016-02-14,2016-02-19,FM-14380,1
CA-2014-114125,2014-07-09,2014-07-13,GH-14410,2
CA-2016-114944,2016-01-30,2016-02-04,HE-14800,3
CA-2016-135965,2016-09-22,2016-09-25,SZ-20035,4
CA-2017-149699,2017-12-22,2017-12-24,CM-12115,2
CA-2016-166429,2016-09-02,2016-09-08,TG-21310,2
CA-2015-112767,2015-08-02,2015-08-06,DK-12985,2
CA-2015-119879,2015-11-21,2015-11-25,SS-20410,4
CA-2017-155642,2017-05-18,2017-05-22,BM-11575,3
US-2017-101721,2017-07-23,2017-07-27,MY-17380,3
CA-2015-136728,2015-09-13,2015-09-17,AG-10900,3
CA-2016-127194,2016-12-10,2016-12-16,BW-11110,4
CA-2015-140375,2015-10-02,2015-10-05,SG-20470,4
US-2017-155866,2017-11-17,2017-11-21,CC-12370,4
CA-2015-141327,2015-11-30,2015-12-03,LR-16915,1
CA-2015-136700,2015-12-06,2015-12-11,DB-13120,2
CA-2017-102736,2017-09-05,2017-09-09,LP-17095,1
CA-2017-125269,2017-04-24,2017-04-30,AF-10870,3
CA-2015-114811,2015-11-08,2015-11-08,KD-16495,4
CA-2015-122266,2015-04-26,2015-04-30,SA-20830,1
CA-2015-141565,2015-09-20,2015-09-24,BG-11035,1
CA-2017-128769,2017-09-07,2017-09-12,DM-12955,1
CA-2016-116337,2016-11-07,2016-11-12,MC-17845,3
CA-2015-120845,2015-09-25,2015-10-02,ML-17395,1
CA-2014-120775,2014-10-03,2014-10-07,RD-19930,3
CA-2014-152905,2014-02-18,2014-02-24,AB-10015,3
CA-2016-104633,2016-06-12,2016-06-16,EA-14035,2
CA-2017-104136,2017-11-01,2017-11-04,SF-20065,4
CA-2016-123050,2016-04-04,2016-04-08,BC-11125,4
CA-2016-162355,2016-06-30,2016-07-02,PF-19165,1
CA-2014-158225,2014-09-22,2014-09-28,SE-20110,2
CA-2017-102204,2017-05-01,2017-05-06,CJ-12010,1
CA-2017-103065,2017-10-20,2017-10-20,PT-19090,1
CA-2014-109855,2014-09-01,2014-09-05,LH-16900,4
CA-2014-109897,2014-08-12,2014-08-16,BW-11200,2
US-2014-143581,2014-08-19,2014-08-23,BS-11365,1
CA-2015-129217,2015-05-10,2015-05-10,DP-13390,3
CA-2016-133816,2016-05-10,2016-05-13,CS-12400,4
CA-2015-140221,2015-03-05,2015-03-09,MS-17365,3
CA-2017-152310,2017-08-12,2017-08-19,DK-12895,2
CA-2016-118101,2016-06-26,2016-06-26,SN-20560,3
CA-2016-100307,2016-12-15,2016-12-19,TC-21475,1
CA-2015-138457,2015-09-13,2015-09-17,AM-10705,1
CA-2014-131800,2014-12-30,2015-01-04,AJ-10960,4
CA-2014-118304,2014-04-29,2014-05-04,KH-16360,4
CA-2017-121790,2017-01-30,2017-02-06,LP-17095,3
CA-2016-169670,2016-12-25,2016-12-31,JE-15715,4
CA-2016-139549,2016-10-20,2016-10-25,MY-18295,2
CA-2015-104059,2015-06-13,2015-06-15,FC-14245,4
CA-2017-164112,2017-06-30,2017-07-04,ND-18460,4
CA-2015-143882,2015-06-26,2015-06-30,DB-13360,4
US-2016-139262,2016-02-21,2016-02-25,LC-16960,1
CA-2017-146192,2017-04-22,2017-04-26,BD-11725,1
CA-2017-134810,2017-05-09,2017-05-10,MC-17605,1
CA-2015-154284,2015-12-21,2015-12-26,SZ-20035,3
CA-2014-156244,2014-08-12,2014-08-16,DH-13675,1
CA-2015-106362,2015-12-11,2015-12-15,LC-16885,4
US-2017-168802,2017-11-03,2017-11-07,JO-15145,2
US-2017-146906,2017-03-13,2017-03-17,MT-17815,4
CA-2016-166380,2016-05-30,2016-06-03,EB-13750,1
US-2015-158911,2015-07-05,2015-07-11,RS-19765,1
US-2014-103338,2014-03-11,2014-03-15,RB-19435,2
CA-2015-109169,2015-04-20,2015-04-24,OT-18730,3
US-2017-167318,2017-07-26,2017-08-01,GZ-14545,2
US-2014-120313,2014-10-31,2014-11-02,NL-18310,2
CA-2017-135419,2017-11-03,2017-11-09,BG-11740,2
CA-2016-128671,2016-08-11,2016-08-16,MT-18070,3
CA-2016-149335,2016-07-25,2016-07-25,BC-11125,2
CA-2014-168312,2014-03-01,2014-03-07,GW-14605,3
US-2017-105935,2017-01-26,2017-01-31,BD-11500,1
CA-2014-161508,2014-07-12,2014-07-16,PV-18985,3
CA-2017-130904,2017-04-11,2017-04-16,HM-14980,1
CA-2017-133620,2017-11-13,2017-11-18,EM-14065,4
CA-2015-142937,2015-12-05,2015-12-06,SF-20065,3
US-2016-149790,2016-09-26,2016-10-01,SC-20380,3
CA-2016-130778,2016-11-19,2016-11-25,ND-18370,4
CA-2017-144456,2017-09-08,2017-09-09,FC-14245,1
CA-2017-103478,2017-07-21,2017-07-24,KL-16555,3
CA-2017-118577,2017-10-06,2017-10-11,XP-21865,4
CA-2017-113572,2017-11-07,2017-11-11,FP-14320,4
CA-2016-153269,2016-03-09,2016-03-12,PS-18760,4
CA-2017-161655,2017-05-13,2017-05-18,CW-11905,4
CA-2016-101469,2016-07-02,2016-07-08,KH-16360,1
CA-2014-153087,2014-12-27,2015-01-03,TC-20980,1
CA-2017-135076,2017-04-13,2017-04-17,YS-21880,2
CA-2014-161634,2014-11-14,2014-11-20,CC-12220,1
CA-2017-141481,2017-06-11,2017-06-14,ZD-21925,2
CA-2016-132549,2016-11-25,2016-11-30,JK-15370,1
US-2014-155544,2014-03-21,2014-03-25,GM-14440,1
US-2015-115238,2015-04-30,2015-05-04,JW-15220,4
CA-2017-132199,2017-05-03,2017-05-08,BO-11350,4
CA-2016-163174,2016-08-26,2016-08-30,XP-21865,1
CA-2014-110555,2014-04-11,2014-04-18,MM-18055,2
CA-2017-147207,2017-01-02,2017-01-04,TS-21655,3
CA-2017-137631,2017-04-28,2017-05-02,JL-15235,1
CA-2017-157273,2017-01-30,2017-02-02,SZ-20035,2
CA-2014-109918,2014-09-07,2014-09-12,LR-17035,2
CA-2016-118745,2016-06-11,2016-06-16,SV-20365,2
CA-2016-163972,2016-10-17,2016-10-21,MG-17890,2
CA-2014-165393,2014-12-27,2014-12-30,NC-18415,3
CA-2016-113726,2016-11-24,2016-12-01,SC-20680,2
CA-2016-152940,2016-11-10,2016-11-13,RO-19780,2
CA-2015-158701,2015-01-05,2015-01-10,JL-15175,2
CA-2017-156272,2017-03-21,2017-03-27,PW-19030,1
CA-2015-162964,2015-11-12,2015-11-18,MF-18250,3
CA-2014-103527,2014-09-09,2014-09-14,CC-12220,3
CA-2016-134544,2016-03-17,2016-03-19,AC-10660,2
CA-2016-163048,2016-02-08,2016-02-15,MH-17440,3
CA-2016-145135,2016-11-26,2016-11-28,CD-12790,4
CA-2017-137582,2017-09-04,2017-09-08,CV-12805,2
CA-2015-149601,2015-05-28,2015-06-03,TB-21625,4
CA-2014-139423,2014-11-01,2014-11-05,DG-13300,4
CA-2016-102596,2016-12-27,2016-12-30,RD-19810,4
CA-2017-153227,2017-12-04,2017-12-06,CS-12250,2
CA-2017-110625,2017-12-23,2017-12-30,JB-16045,4
CA-2016-142594,2016-12-01,2016-12-06,EJ-14155,4
CA-2014-152254,2014-06-30,2014-06-30,BD-11620,1
US-2014-120236,2014-09-03,2014-09-04,MR-17545,3
CA-2017-120061,2017-11-02,2017-11-07,SR-20425,4
CA-2015-133837,2015-04-13,2015-04-18,TH-21100,2
CA-2015-110814,2015-12-05,2015-12-09,BD-11635,4
CA-2016-154067,2016-02-01,2016-02-07,SM-20950,2
CA-2017-140480,2017-07-08,2017-07-12,HE-14800,4
CA-2015-134082,2015-12-11,2015-12-17,JK-15640,2
CA-2016-130820,2016-11-15,2016-11-15,ON-18715,1
CA-2016-159765,2016-05-09,2016-05-12,TH-21100,1
CA-2017-132290,2017-03-10,2017-03-14,MD-17350,3
CA-2016-147109,2016-12-17,2016-12-21,AH-10075,3
CA-2017-107265,2017-04-06,2017-04-12,ML-17755,3
CA-2017-118199,2017-05-09,2017-05-11,LB-16795,2
CA-2017-150091,2017-10-12,2017-10-16,NP-18670,4
CA-2016-137652,2016-08-28,2016-08-30,EB-13750,4
CA-2015-128356,2015-10-02,2015-10-07,RP-19390,2
CA-2017-167017,2017-11-23,2017-11-25,DC-12850,3
US-2017-132220,2017-11-12,2017-11-16,DJ-13510,2
CA-2016-118129,2016-12-19,2016-12-21,CL-12565,4
US-2014-113124,2014-03-30,2014-04-05,NC-18340,3
CA-2017-155621,2017-11-08,2017-11-13,KN-16450,4
US-2014-127635,2014-09-14,2014-09-18,SC-20260,3
CA-2015-151470,2015-09-20,2015-09-26,AM-10705,2
CA-2015-112823,2015-12-10,2015-12-16,RA-19945,4
CA-2014-108861,2014-05-28,2014-06-01,MM-17260,2
CA-2017-114370,2017-03-14,2017-03-17,BN-11470,3
CA-2016-158302,2016-12-08,2016-12-12,JB-16045,4
CA-2017-145779,2017-05-06,2017-05-10,DB-13615,2
US-2016-155173,2016-03-06,2016-03-10,JB-16045,4
CA-2017-125451,2017-10-23,2017-10-24,AH-10075,4
CA-2014-131387,2014-04-28,2014-04-30,AI-10855,2
CA-2016-125087,2016-04-18,2016-04-23,TH-21115,3
CA-2016-154081,2016-05-22,2016-05-29,JE-15610,2
US-2017-118556,2017-05-28,2017-06-02,TH-21235,3
CA-2014-126200,2014-08-25,2014-08-29,JE-15715,3
CA-2014-146500,2014-08-30,2014-09-04,AT-10735,4
CA-2015-169537,2015-09-03,2015-09-07,JH-15820,3
CA-2014-100881,2014-03-28,2014-04-01,DR-12940,2
CA-2015-144043,2015-05-10,2015-05-15,AB-10165,2
CA-2015-116512,2015-04-09,2015-04-14,MC-18100,4
CA-2015-101000,2015-04-09,2015-04-14,IG-15085,4
CA-2016-168557,2016-09-19,2016-09-23,FH-14275,2
US-2016-164196,2016-11-11,2016-11-17,AS-10285,3
US-2017-132031,2017-04-23,2017-04-27,PN-18775,1
CA-2015-169733,2015-10-22,2015-10-26,GM-14500,1
CA-2017-169404,2017-04-09,2017-04-14,NC-18625,4
CA-2017-134880,2017-10-27,2017-11-01,TW-21025,2
CA-2015-145758,2015-10-30,2015-10-30,BF-11020,4
CA-2017-158736,2017-12-18,2017-12-24,TT-21460,2
US-2016-119270,2016-03-12,2016-03-16,SW-20245,2
CA-2014-109890,2014-07-21,2014-07-27,PG-18820,3
CA-2016-138583,2016-05-24,2016-05-28,DP-13390,4
US-2017-118535,2017-02-11,2017-02-15,DJ-13510,4
CA-2016-126284,2016-09-20,2016-09-24,EN-13780,3
CA-2017-142391,2017-09-24,2017-09-24,PB-19150,2
CA-2017-124716,2017-03-27,2017-03-31,BD-11560,2
CA-2016-158841,2016-02-02,2016-02-04,SE-20110,1
CA-2017-106824,2017-07-07,2017-07-11,AT-10735,2
CA-2015-109190,2015-10-23,2015-10-28,CC-12685,3
CA-2016-143154,2016-12-02,2016-12-08,AS-10225,2
CA-2014-169061,2014-03-05,2014-03-08,AB-10150,4
CA-2015-102316,2015-03-01,2015-03-03,DH-13075,2
CA-2014-164903,2014-02-20,2014-02-24,SR-20740,2
CA-2016-109400,2016-05-02,2016-05-06,NR-18550,3
CA-2016-130400,2016-03-08,2016-03-12,SJ-20125,3
CA-2015-135853,2015-12-11,2015-12-14,CA-12775,3
CA-2016-103359,2016-12-22,2016-12-26,LC-16885,4
CA-2016-144645,2016-02-02,2016-02-08,NS-18640,3
CA-2017-141614,2017-06-05,2017-06-09,NS-18640,1
CA-2015-122168,2015-08-21,2015-08-26,HG-14965,1
CA-2016-132899,2016-04-07,2016-04-11,SF-20200,4
CA-2017-149720,2017-06-04,2017-06-07,EM-14065,3
CA-2017-118003,2017-12-04,2017-12-10,DO-13645,4
CA-2016-141887,2016-01-11,2016-01-15,MP-17470,4
US-2016-160206,2016-04-01,2016-04-07,MY-18295,3
CA-2017-133074,2017-09-21,2017-09-25,DB-13615,2
CA-2017-161172,2017-03-16,2017-03-16,SP-20920,4
CA-2017-137624,2017-11-10,2017-11-17,ME-17320,2
CA-2016-156748,2016-11-30,2016-12-06,BS-11755,3
CA-2015-169677,2015-01-13,2015-01-15,KS-16300,1
US-2014-163146,2014-05-16,2014-05-20,CC-12475,2
CA-2015-157343,2015-06-07,2015-06-11,HD-14785,4
CA-2017-147354,2017-03-09,2017-03-13,KB-16315,2
CA-2015-157287,2015-12-22,2015-12-23,HR-14830,4
CA-2014-137575,2014-08-06,2014-08-11,TB-21625,4
CA-2016-119074,2016-03-27,2016-03-31,DS-13180,1
CA-2015-149566,2015-12-05,2015-12-10,GB-14530,2
CA-2015-126186,2015-09-11,2015-09-12,GB-14530,2
CA-2015-121132,2015-07-17,2015-07-24,VB-21745,3
CA-2014-140473,2014-05-30,2014-06-03,MC-17425,3
US-2017-102904,2017-11-13,2017-11-20,CB-12025,1
CA-2016-102092,2016-12-09,2016-12-11,PM-18940,1
CA-2015-117884,2015-03-22,2015-03-22,DC-13285,1
CA-2016-132829,2016-12-23,2016-12-26,LA-16780,3
CA-2016-123540,2016-04-02,2016-04-06,DJ-13420,3
US-2017-108315,2017-04-30,2017-05-04,MH-18115,1
CA-2016-134110,2016-11-17,2016-11-18,BG-11035,3
US-2016-136581,2016-11-10,2016-11-12,SV-20365,4
CA-2016-162390,2016-12-06,2016-12-12,DP-13105,4
CA-2016-162222,2016-04-03,2016-04-03,SR-20740,3
CA-2014-121629,2014-11-28,2014-12-02,BT-11680,3
CA-2015-164623,2015-10-20,2015-10-22,MS-17770,4
CA-2014-159849,2014-09-19,2014-09-19,JK-15640,2
CA-2017-101273,2017-08-27,2017-08-30,ST-20530,1
CA-2017-106747,2017-07-03,2017-07-04,TS-21505,4
CA-2017-146164,2017-12-22,2017-12-26,CM-12190,3
CA-2016-111605,2016-12-27,2017-01-02,JW-15955,1
CA-2014-130673,2014-05-20,2014-05-22,MC-17590,3
CA-2014-104808,2014-02-04,2014-02-08,MH-17440,2
US-2017-132927,2017-12-09,2017-12-15,RD-19720,4
CA-2017-162015,2017-07-11,2017-07-18,KB-16240,2
CA-2015-138492,2015-05-15,2015-05-22,FC-14335,4
CA-2017-145338,2017-01-29,2017-02-01,BD-11770,4
CA-2017-126676,2017-09-29,2017-10-01,FH-14365,4
CA-2017-101700,2017-04-23,2017-04-26,SO-20335,2
CA-2017-159667,2017-11-09,2017-11-13,PM-19135,1
CA-2014-111934,2014-05-05,2014-05-07,GD-14590,1
US-2016-117387,2016-10-27,2016-10-31,PA-19060,2
CA-2014-141110,2014-11-26,2014-12-01,LS-17200,2
US-2014-133949,2014-12-31,2014-12-31,JL-15175,2
US-2016-116365,2016-01-03,2016-01-08,CA-12310,3
CA-2017-162936,2017-08-18,2017-08-22,CM-12160,4
CA-2014-151946,2014-06-04,2014-06-09,BT-11440,4
CA-2017-123624,2017-11-13,2017-11-17,SE-20110,2
CA-2016-146437,2016-01-28,2016-02-01,HG-14965,2
CA-2016-138233,2016-11-09,2016-11-14,PF-19165,2
CA-2016-165918,2016-09-10,2016-09-14,BD-11770,2
CA-2017-117513,2017-03-03,2017-03-08,BT-11395,2
CA-2017-132437,2017-09-08,2017-09-13,EM-14095,4
US-2017-119319,2017-11-06,2017-11-09,LC-17050,3
CA-2017-104318,2017-05-13,2017-05-18,FH-14275,1
US-2016-114230,2016-11-27,2016-12-01,CM-12235,2
CA-2015-136147,2015-11-13,2015-11-18,FM-14380,1
CA-2015-156118,2015-12-08,2015-12-12,HG-14965,2
CA-2015-164084,2015-09-07,2015-09-12,AG-10525,4
CA-2016-107783,2016-07-28,2016-07-29,OT-18730,4
CA-2017-159793,2017-08-25,2017-08-29,SV-20365,4
CA-2014-160094,2014-04-30,2014-05-02,JM-16195,1
CA-2017-151281,2017-04-27,2017-05-02,HM-14980,2
CA-2017-118346,2017-07-23,2017-07-24,PO-19180,3
CA-2014-129819,2014-12-13,2014-12-15,KC-16675,1
US-2017-148551,2017-01-12,2017-01-16,DB-13120,3
CA-2017-147767,2017-12-02,2017-12-02,SV-20935,2
CA-2015-108259,2015-11-08,2015-11-15,NS-18640,1
CA-2016-113341,2016-11-25,2016-11-29,MH-17455,2
US-2015-131842,2015-12-05,2015-12-08,RR-19525,1
CA-2016-164574,2016-07-29,2016-08-03,RH-19555,1
CA-2014-142769,2014-09-13,2014-09-13,RP-19390,2
CA-2016-168361,2016-06-21,2016-06-25,KB-16600,3
CA-2016-153185,2016-09-03,2016-09-08,MH-17620,4
CA-2017-124765,2017-11-25,2017-11-30,HZ-14950,1
CA-2015-131856,2015-05-12,2015-05-17,JG-15160,3
CA-2017-126634,2017-03-30,2017-04-01,AB-10165,2
CA-2016-118500,2016-11-17,2016-11-18,HJ-14875,2
CA-2016-163951,2016-12-30,2017-01-02,CJ-11875,4
CA-2016-149916,2016-12-22,2016-12-24,ED-13885,2
CA-2015-158918,2015-12-20,2015-12-25,AI-10855,2
US-2014-159611,2014-12-27,2015-01-01,KB-16315,4
CA-2017-163265,2017-02-16,2017-02-21,JS-16030,3
CA-2017-141705,2017-10-24,2017-10-26,PO-18850,3
CA-2016-112739,2016-09-02,2016-09-07,RD-19810,3
CA-2016-143805,2016-12-01,2016-12-03,JD-15895,1
CA-2014-133634,2014-11-05,2014-11-10,SR-20740,1
CA-2017-101665,2017-11-25,2017-12-01,TZ-21580,2
CA-2016-155446,2016-12-16,2016-12-23,TN-21040,2
CA-2017-137323,2017-11-14,2017-11-18,PW-19030,4
CA-2016-144015,2016-06-26,2016-06-26,AH-10075,2
CA-2014-101427,2014-12-26,2014-12-30,AY-10555,4
CA-2016-136770,2016-08-14,2016-08-18,SP-20650,4
CA-2016-118311,2016-10-24,2016-10-28,ED-13885,2
US-2014-112795,2014-08-23,2014-08-28,CR-12625,3
CA-2017-127096,2017-09-15,2017-09-17,CS-12400,2
CA-2017-119284,2017-06-15,2017-06-20,TS-21205,1
CA-2015-133494,2015-03-01,2015-03-05,RP-19390,4
CA-2016-111318,2016-07-23,2016-07-26,IL-15100,3
US-2014-132745,2014-10-01,2014-10-05,NF-18475,2
CA-2014-146815,2014-09-08,2014-09-13,PP-18955,4
CA-2014-119144,2014-11-16,2014-11-18,JD-16150,2
CA-2014-105648,2014-03-03,2014-03-07,EJ-14155,2
US-2015-145422,2015-12-03,2015-12-07,PW-19240,2
CA-2017-136623,2017-07-11,2017-07-16,TS-21430,2
CA-2017-121678,2017-11-16,2017-11-20,BM-11650,4
CA-2016-120824,2016-06-12,2016-06-16,AW-10930,3
US-2016-135209,2016-12-29,2016-12-31,MH-17290,1
CA-2017-148145,2017-03-18,2017-03-23,SW-20275,2
CA-2015-103870,2015-12-27,2015-12-31,SP-20860,1
CA-2015-111017,2015-07-31,2015-08-06,SC-20695,3
CA-2017-116988,2017-06-27,2017-06-29,PW-19030,2
US-2014-169390,2014-02-07,2014-02-10,CS-12250,4
CA-2016-168774,2016-09-04,2016-09-09,RP-19855,3
CA-2017-161592,2017-04-06,2017-04-10,CS-12175,1
US-2017-131961,2017-12-08,2017-12-11,MJ-17740,4
CA-2016-102498,2016-07-24,2016-07-25,JG-15160,1
CA-2015-113222,2015-11-09,2015-11-09,AG-10765,3
US-2015-144771,2015-10-02,2015-10-04,CK-12205,2
CA-2015-162376,2015-11-22,2015-11-25,HD-14785,4
CA-2017-128076,2017-02-02,2017-02-07,BO-11350,2
US-2015-163825,2015-06-16,2015-06-19,LC-16885,4
CA-2016-105662,2016-05-05,2016-05-09,RB-19465,1
CA-2017-152198,2017-09-09,2017-09-10,JD-16015,4
CA-2016-114307,2016-07-22,2016-07-26,MF-17665,4
CA-2016-159891,2016-01-31,2016-02-06,BF-11170,1
CA-2016-112578,2016-12-29,2017-01-02,FO-14305,2
CA-2015-107083,2015-11-21,2015-11-27,BB-11545,3
CA-2015-151722,2015-10-05,2015-10-09,IL-15100,4
CA-2016-151148,2016-09-12,2016-09-13,PO-19180,2
CA-2017-115882,2017-09-14,2017-09-17,DB-13555,1
CA-2015-132276,2015-02-23,2015-02-28,LC-16960,4
CA-2016-163636,2016-12-05,2016-12-09,MP-18175,3
CA-2016-102813,2016-07-02,2016-07-03,EA-14035,3
CA-2017-135377,2017-12-13,2017-12-18,BP-11095,4
CA-2015-165813,2015-03-20,2015-03-22,BM-11785,2
CA-2015-133585,2015-03-01,2015-03-04,CM-12715,3
CA-2016-116911,2016-09-15,2016-09-20,JD-16150,2
US-2017-129224,2017-03-17,2017-03-23,AS-10630,1
CA-2017-145765,2017-05-28,2017-06-02,CM-11815,2
CA-2017-126914,2017-06-15,2017-06-19,JE-15715,1
CA-2015-169572,2015-09-06,2015-09-12,AG-10525,1
CA-2017-162075,2017-03-18,2017-03-24,TT-21220,3
CA-2014-162992,2014-12-19,2014-12-21,BP-11095,2
CA-2016-106397,2016-07-07,2016-07-13,MJ-17740,2
US-2016-150140,2016-04-06,2016-04-10,VM-21685,4
CA-2014-116666,2014-05-08,2014-05-10,KT-16480,4
CA-2017-148992,2017-11-23,2017-11-27,CS-12250,3
CA-2016-140935,2016-11-10,2016-11-12,AB-10015,3
CA-2014-157644,2014-12-31,2015-01-01,AH-10030,4
US-2017-100398,2017-08-19,2017-08-23,DO-13435,2
CA-2016-113082,2016-09-12,2016-09-16,MC-17590,4
US-2017-110646,2017-10-26,2017-10-31,JF-15190,4
CA-2017-120614,2017-05-30,2017-06-04,SM-20950,2
US-2016-140172,2016-03-08,2016-03-13,SP-20650,3
CA-2015-127754,2015-07-26,2015-07-31,CK-12760,2
CA-2015-144274,2015-11-23,2015-11-25,PW-19240,4
CA-2015-142930,2015-11-28,2015-12-02,EB-14170,3
CA-2017-100622,2017-11-03,2017-11-07,DK-13090,1
CA-2017-117156,2017-03-21,2017-03-23,TB-21055,4
CA-2015-115399,2015-12-19,2015-12-22,AG-10900,4
US-2014-157847,2014-04-02,2014-04-06,SC-20020,3
CA-2015-115168,2015-06-05,2015-06-09,BB-11545,3
CA-2014-109680,2014-10-06,2014-10-09,VP-21760,3
CA-2016-167983,2016-08-21,2016-08-24,RP-19270,2
CA-2015-145324,2015-11-15,2015-11-19,DH-13675,1
CA-2015-153423,2015-06-22,2015-06-27,SW-20455,4
US-2017-132675,2017-09-24,2017-09-28,KF-16285,1
CA-2014-153808,2014-04-06,2014-04-10,FH-14275,2
US-2016-112396,2016-02-09,2016-02-13,JR-16210,2
CA-2014-141173,2014-11-18,2014-11-20,JC-16105,3
CA-2017-156664,2017-12-18,2017-12-23,BP-11290,4
CA-2015-140718,2015-07-02,2015-07-04,FA-14230,1
CA-2014-119977,2014-10-08,2014-10-13,DN-13690,4
US-2015-115343,2015-09-22,2015-09-25,FO-14305,4
CA-2017-163671,2017-12-24,2017-12-30,DP-13105,2
CA-2017-135909,2017-10-13,2017-10-20,JW-15220,2
US-2017-114356,2017-08-20,2017-08-26,TT-21460,1
CA-2015-125934,2015-09-11,2015-09-18,SN-20560,4
CA-2015-158148,2015-12-20,2015-12-26,JM-15865,1
CA-2014-120411,2014-09-20,2014-09-23,SB-20185,3
CA-2016-158260,2016-11-04,2016-11-08,CC-12475,2
CA-2017-101805,2017-12-01,2017-12-06,SH-19975,2
US-2014-105137,2014-10-10,2014-10-10,RB-19435,4
CA-2017-142489,2017-11-14,2017-11-16,TC-21295,3
US-2016-141264,2016-08-13,2016-08-19,CT-11995,3
CA-2017-126928,2017-09-17,2017-09-23,GZ-14470,4
US-2015-107944,2015-03-23,2015-03-25,AM-10360,2
CA-2016-135594,2016-06-30,2016-07-03,AH-10120,3
US-2017-115252,2017-10-20,2017-10-25,MY-18295,1
